
0.34688,-0.0041667,0.34265,-0.0048197,0.3369,-0.005761,0.33277,-0.0092642,0.33285,-0.010902,0.33228,-0.010923,0.32786,-0.0096856,0.32421,-0.0092102,0.32126,-0.010445,0.32019,-0.0092105,0.32222,-0.011916,0.32227,-0.012291,0.32085,-0.012922,0.32005,-0.01232,0.31767,-0.012554,0.31281,-0.012936,0.308,-0.014692,0.30343,-0.014601,0.30132,-0.016747,0.29789,-0.016172,0.29498,-0.016123,0.28834,-0.014585,0.28467,-0.0142,0.28231,-0.016301,0.27886,-0.016027,0.27638,-0.017933,0.27486,-0.017154,0.27421,-0.019012,0.27019,-0.018824,2
0.34063,0.075,0.33642,0.074631,0.33065,0.074029,0.32647,0.070727,0.32656,0.069199,0.32596,0.069116,0.32145,0.070335,0.31763,0.070981,0.31461,0.069601,0.31344,0.07091,0.31552,0.068329,0.31554,0.068071,0.3141,0.067347,0.31323,0.067929,0.31077,0.067756,0.30573,0.067487,0.30106,0.065869,0.29626,0.065921,0.29424,0.063848,0.29074,0.064342,0.28769,0.064493,0.28078,0.065995,0.27713,0.066411,0.27469,0.064215,0.27113,0.064624,0.26869,0.062964,0.26703,0.063786,0.26633,0.061927,0.26223,0.062164,2
0.2125,-0.27917,0.21055,-0.28081,0.20772,-0.28279,0.20583,-0.28724,0.20693,-0.28903,0.20639,-0.28922,0.20372,-0.28813,0.2025,-0.28864,0.20148,-0.29057,0.20155,-0.28974,0.20369,-0.29233,0.20515,-0.29319,0.20643,-0.29445,0.20768,-0.29448,0.20623,-0.29496,0.20267,-0.29576,0.19945,-0.29799,0.1979,-0.29851,0.19769,-0.30131,0.19545,-0.30119,0.1941,-0.30171,0.18858,-0.30056,0.18724,-0.30085,0.18681,-0.3033,0.18591,-0.30374,0.18505,-0.30618,0.18462,-0.30576,0.1841,-0.30792,0.18096,-0.30765,2
-0.2625,0.54167,-0.26375,0.53945,-0.268,0.53611,-0.27114,0.53159,-0.2719,0.52718,-0.27261,0.5263,-0.27425,0.52767,-0.27569,0.52756,-0.27661,0.52632,-0.27739,0.52505,-0.27486,0.52243,-0.27313,0.52214,-0.27157,0.5213,-0.27072,0.52028,-0.27154,0.5203,-0.27545,0.51999,-0.27802,0.51975,-0.279,0.51896,-0.27803,0.51739,-0.27929,0.51925,-0.28157,0.52002,-0.28608,0.52462,-0.28624,0.5257,-0.28453,0.52513,-0.28453,0.52699,-0.28466,0.52694,-0.28556,0.52659,-0.28582,0.52511,-0.28895,0.52662,1
0.27813,-0.14167,0.27521,-0.14269,0.27097,-0.14448,0.26832,-0.14817,0.26887,-0.14988,0.26823,-0.15008,0.26464,-0.14892,0.26259,-0.14881,0.26069,-0.15052,0.26026,-0.1494,0.26233,-0.15199,0.26323,-0.15259,0.26347,-0.15368,0.26378,-0.15332,0.26194,-0.15375,0.25781,-0.15443,0.25405,-0.15609,0.25111,-0.15641,0.25019,-0.15853,0.24738,-0.15836,0.24528,-0.1585,0.23917,-0.15712,0.23679,-0.15713,0.2357,-0.1594,0.23353,-0.15961,0.23206,-0.1616,0.23106,-0.16093,0.23046,-0.16309,0.22686,-0.16289,2
0.3,0.029167,0.29648,0.028461,0.29151,0.027423,0.28807,0.023929,0.28835,0.022341,0.28776,0.02226,0.28384,0.02335,0.28084,0.0237,0.27859,0.022384,0.27767,0.023444,0.27982,0.020845,0.28035,0.020477,0.27985,0.019638,0.2796,0.020149,0.27758,0.019912,0.273,0.019532,0.26889,0.017949,0.26506,0.017872,0.26367,0.01547,0.26073,0.016122,0.25811,0.016046,0.25182,0.017864,0.24882,0.018016,0.247,0.015573,0.24449,0.016021,0.24254,0.014181,0.24124,0.014815,0.24058,0.01295,0.2367,0.013006,2
0.26875,-0.075,0.26579,-0.075931,0.26168,-0.077248,0.25884,-0.081151,0.25934,-0.082871,0.25876,-0.083029,0.25531,-0.081921,0.25313,-0.081773,0.25124,-0.083445,0.25074,-0.082469,0.25287,-0.084911,0.25395,-0.085389,0.25413,-0.086342,0.25445,-0.085949,0.25259,-0.086275,0.24852,-0.086686,0.2447,-0.088689,0.24175,-0.089015,0.24077,-0.091332,0.23822,-0.090918,0.23605,-0.090992,0.23013,-0.089566,0.22763,-0.089472,0.22642,-0.091849,0.22441,-0.091898,0.22292,-0.093873,0.22188,-0.0933,0.22115,-0.095328,0.21754,-0.095223,2
-0.625,0.25417,-0.62609,0.26083,-0.62691,0.26329,-0.62741,0.26513,-0.62863,0.26951,-0.63089,0.27951,-0.63153,0.29089,-0.62932,0.29842,-0.62928,0.30594,-0.63149,0.31482,-0.62913,0.32381,-0.62382,0.33321,-0.6194,0.34193,-0.61888,0.35175,-0.62227,0.36448,-0.62633,0.37518,-0.62638,0.38604,-0.62653,0.39667,-0.62746,0.40808,-0.63129,0.4235,-0.63265,0.43555,-0.63623,0.45333,-0.63745,0.46775,-0.63789,0.48075,-0.6383,0.49483,-0.63651,0.5071,-0.63685,0.51915,-0.63889,0.5302,-0.64425,0.54313,1
0.38438,0.066667,0.38005,0.066905,0.37404,0.066847,0.36967,0.064195,0.36969,0.062796,0.36901,0.062758,0.36442,0.064459,0.36051,0.065527,0.35743,0.064827,0.35605,0.066309,0.35813,0.06379,0.35801,0.063779,0.3563,0.063714,0.35528,0.064697,0.35274,0.064637,0.34764,0.06468,0.34262,0.063316,0.33754,0.064028,0.33525,0.061635,0.33153,0.062662,0.32841,0.06328,0.32148,0.065004,0.31732,0.065737,0.31445,0.064008,0.31047,0.064463,0.30763,0.063048,0.30583,0.064035,0.30514,0.061952,0.30106,0.062476,2
0.225,-0.1375,0.22266,-0.13901,0.219,-0.14138,0.21685,-0.14573,0.21748,-0.14771,0.21699,-0.14781,0.21387,-0.14717,0.21221,-0.14778,0.21094,-0.14965,0.2107,-0.14901,0.21293,-0.15156,0.21425,-0.15241,0.21504,-0.15417,0.21597,-0.15428,0.21444,-0.15479,0.21061,-0.15559,0.20735,-0.15735,0.20519,-0.15834,0.20475,-0.16091,0.20238,-0.16077,0.20097,-0.1611,0.19532,-0.15963,0.1936,-0.15992,0.19304,-0.16269,0.19179,-0.16297,0.19091,-0.16492,0.19025,-0.16449,0.18969,-0.16628,0.18637,-0.16627,2
